beta,realization,seed,max_relative_junction_residual,N,pairs,local,regional,sum_W_real,sum_W_imag,area,null,corr,corr_centered,corr_centered_rms
0.4,17,5017,0.206124252253546,324,901,1.3888121212120037,449.57330130772004,449.5726250800351,0.7797610968932542,1123.1785684715512,25.090157134241384,0.9980713906194355,-0.24980838795625446,-0.19192471202227596
0.0,18,5018,5.783962244411521e-15,324,901,0.08619574013551888,0.13256229927755073,-0.11096654274423079,-0.07252027013975973,1123.2552719792145,1.7744959619030536,-0.3990831363187618,-0.3990710849485292,-0.3199664496400192
0.02,18,5018,0.01000098499998463,324,901,0.10708780389210401,22.339359684979616,22.339180574437602,-0.08945612087648147,1123.2552719792145,2.1673937307321602,0.16054058196681165,-0.39735776805275774,-0.3184606151162705
0.05,18,5018,0.025015584453752623,324,901,0.18782476004787985,56.014519012622976,56.01440125021035,-0.11485989698157496,1123.2552719792145,3.587659137530573,0.7941182744899754,-0.3926381723606124,-0.31448142609663204
0.1,18,5018,0.05012555514026242,324,901,0.3525029941538132,112.13987922565579,112.13976904316495,-0.15719952382339283,1123.2552719792145,6.488115052899982,0.953173124643814,-0.379289745236574,-0.30362428980757744
0.2,18,5018,0.1010029438644487,324,901,0.6952998714178505,224.39063499405125,224.39050462907412,-0.24187877750703488,1123.2552719792145,12.61150049350123,0.9901378159069052,-0.337697557582617,-0.26999937296024407
0.4,18,5018,0.20681995713092746,324,901,1.3867984976460601,448.89216417145616,448.8919758008925,-0.4112372848742955,1123.2552719792145,25.039590260716782,0.9978973767772453,-0.23890749663156235,-0.1887898414216688
0.0,19,5019,4.8366477732152454e-15,324,901,0.08532396163423987,0.14489972237353732,-0.10801006446534345,-0.09659065958010923,1122.341819135092,1.7558395305804952,-0.43986813672032665,-0.44000224965155144,-0.3512068042391149
0.02,19,5019,0.010000975582139403,324,901,0.10474546242656595,22.333561694979924,22.333308924300816,-0.10625664788662048,1122.341819135092,2.149498598651837,0.144101176647851,-0.43749264228959706,-0.34994543997188027
0.05,19,5019,0.02501563519496846,324,901,0.18605926713126208,55.995417613990476,55.99528740745005,-0.12075563034639213,1122.341819135092,3.573778651916227,0.8038250438085537,-0.431174454852623,-0.3457981427398426
